key,where_it_appears,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours
heat_refused_humidity,Refusal,Humidity is between 0 and 100 per cent.,הלחות היא בין 0 ל-100 אחוז.,الرطوبة بين 0 و100 بالمئة.,,
heat_not_allowed,Refusal,This account cannot write to the safety register.,לחשבון הזה אין הרשאה לכתוב במרשם הבטיחות.,هذا الحساب لا يملك صلاحية الكتابة في سجل السلامة.,,
heat_disclaimer,Legal footnote; must not claim Israeli law,Heat index and levels from the US National Weather Service. This is not a statement of what Israeli law requires; follow the instructions of the Ministry of Labour and your safety officer.,מדד החום והרמות לפי שירות מזג האוויר הלאומי של ארה״ב. אין בכך קביעה של דרישות החוק בישראל; יש לפעול לפי הנחיות משרד העבודה וממונה הבטיחות.,مؤشر الحرارة ومستوياته وفق هيئة الأرصاد الجوية الوطنية الأمريكية. هذا ليس بيانًا لما يتطلبه القانون الإسرائيلي؛ اتبع تعليمات وزارة العمل ومسؤول السلامة.,,
heat_sun_badge,Tag on a record made in full sun,in full sun,בשמש מלאה,تحت الشمس المباشرة,,
heat_reading,The raw reading on a record,"%1$s°C in the shade, humidity %2$s","%1$s°C בצל, לחות %2$s",%1$s°C في الظل، الرطوبة %2$s,,
summary_heat_checked,,"Heat check: feels like %1$s°C, %2$s","בדיקת חום: תחושת חום %1$s°C, %2$s",فحص الحرارة: الحرارة المحسوسة %1$s°C، %2$s,,
heat_refused_generic,A heat check that failed to save for a reason other than a rule,That did not save. Try again.,הבדיקה לא נשמרה. נסו שוב.,لم يُحفظ الفحص. حاول مرة أخرى.,,
log_checked_in,"Daily log row: people with a check-in on this job that day, counted by the app",Checked in on the app,נרשמו בכניסה באפליקציה,سجّلوا الدخول في التطبيق,,
write_not_saved,"A write the rules refused, where the screen had no more specific sentence","That was not saved. It may have changed since this screen opened, or something it needs is missing. Look again and try once more.","הפעולה לא נשמרה. ייתכן שמשהו השתנה מאז שהמסך נפתח, או שחסר משהו שנדרש. בדקו שוב ונסו שוב.",لم يُحفظ ذلك. ربما تغيّر شيء منذ فتح هذه الشاشة، أو ينقص شيء مطلوب. راجع وحاول مرة أخرى.,,
id_number_not_saved,Adding an ID number was refused,"That ID number was not saved. It is already on another account, or this account already has one.","מספר הזהות לא נשמר. הוא כבר רשום בחשבון אחר, או שלחשבון הזה כבר יש מספר.",لم يُحفظ رقم الهوية. إنه مسجّل في حساب آخر، أو أن لهذا الحساب رقمًا بالفعل.,,
muster_call_title,Section header on the roll call screen,Emergency numbers,מספרי חירום,أرقام الطوارئ,,
muster_call_ambulance,Button: opens the dialer on 101,Ambulance — 101,מד״א — 101,الإسعاف — 101,,
muster_call_fire,Button: opens the dialer on 102,Fire and rescue — 102,כבאות והצלה — 102,الإطفاء والإنقاذ — 102,,
muster_call_police,Button: opens the dialer on 100,Police — 100,משטרה — 100,الشرطة — 100,,
muster_call_hint,Under the emergency numbers,Opens the phone with the number in. You press call.,פותח את החייגן עם המספר. הלחיצה על חיוג היא שלכם.,يفتح الهاتف والرقم جاهز. أنت تضغط على الاتصال.,,
muster_call_no_dialer,This device cannot place calls,This device cannot make phone calls. Use another phone.,המכשיר הזה לא יכול לחייג. השתמשו בטלפון אחר.,هذا الجهاز لا يستطيع إجراء المكالمات. استخدم هاتفًا آخر.,,
muster_first_aider,Badge on a roll call row: holds an in-date first-aid ticket,First aider,מגיש עזרה ראשונה,مسعف أولي,,
muster_first_aiders_here,"Roll call header: first aiders counted present, by name",First aiders here: %1$s,מגישי עזרה ראשונה כאן: %1$s,المسعفون الأوليون هنا: %1$s,,
muster_share,Button: hand the list to another app,Share the list,שתף את הרשימה,شارك القائمة,,
muster_share_heading,First line of a shared roll call,Roll call — %1$s — started %2$s,מפקד נוכחות — %1$s — החל %2$s,نداء الأسماء — %1$s — بدأ %2$s,,
muster_share_ended,Line of a shared roll call,Ended %1$s,הסתיים %1$s,انتهى %1$s,,
muster_share_running,Line of a shared roll call that is still running,Still running,עדיין מתנהל,لا يزال جاريًا,,
muster_share_unaccounted,Line of a shared roll call,UNACCOUNTED FOR (%1$d): %2$s,לא אותרו (%1$d): %2$s,لم يُعثر عليهم (%1$d): %2$s,,
muster_share_present,Line of a shared roll call,Present (%1$d): %2$s,נוכחים (%1$d): %2$s,حاضرون (%1$d): %2$s,,
muster_share_elsewhere,Line of a shared roll call,Safe elsewhere (%1$d): %2$s,בטוחים במקום אחר (%1$d): %2$s,بأمان في مكان آخر (%1$d): %2$s,,
summary_plant_checked_fit,,%1$s checked before use: fit,%1$s נבדק לפני שימוש: תקין,فُحص %1$s قبل الاستخدام: سليم,,
summary_plant_checked_unfit,,%1$s checked before use: out of service — %2$s,%1$s נבדק לפני שימוש: הוצא משימוש — %2$s,فُحص %1$s قبل الاستخدام: أُوقف عن العمل — %2$s,,
plant_preuse,Button and dialog title,Pre-use check,בדיקה לפני שימוש,فحص قبل الاستخدام,,
plant_preuse_hint,Top of the pre-use dialog,Walk round the machine before starting it. A defect takes it out of service until somebody puts it right.,סיירו סביב המכונה לפני שמפעילים אותה. תקלה מוציאה אותה משימוש עד שמישהו מתקן אותה.,تجوّل حول الآلة قبل تشغيلها. أي عطل يوقفها عن العمل حتى يصلحه أحد.,,
plant_preuse_ok,Answer,OK,תקין,سليم,,
plant_preuse_defect,Answer,Defect,תקלה,عطل,,
plant_preuse_na,Answer: does not apply to this machine,N/A,לא רלוונטי,لا ينطبق,,
plant_preuse_note,"Input label, shown once a defect is marked",What is wrong,מה התקלה,ما العطل,,
plant_preuse_submit,Button,Record the check,רשום את הבדיקה,سجّل الفحص,,
plant_item_visible_damage,Pre-use item,"Visible damage, cracks, loose parts","נזק נראה לעין, סדקים, חלקים רופפים",أضرار ظاهرة أو تشققات أو أجزاء مفكوكة,,
plant_item_tyres_or_tracks,Pre-use item,Tyres or tracks,צמיגים או זחלים,الإطارات أو الجنازير,,
plant_item_leaks,Pre-use item,"Oil, fuel or hydraulic leaks","דליפות שמן, דלק או הידראוליקה",تسرّب زيت أو وقود أو سائل هيدروليكي,,
plant_item_fluid_levels,Pre-use item,Fluid levels,מפלסי נוזלים,مستويات السوائل,,
plant_item_brakes,Pre-use item,Brakes,בלמים,المكابح,,
plant_item_steering_and_controls,Pre-use item,Steering and controls,היגוי ובקרות,التوجيه وأدوات التحكم,,
plant_item_lights_horn_and_alarms,Pre-use item,"Lights, horn, reversing alarm","אורות, צופר, אזעקת נסיעה לאחור",الأضواء والبوق وإنذار الرجوع,,
plant_item_seatbelt_and_cab,Pre-use item,Seatbelt and cab,חגורת בטיחות ותא המפעיל,حزام الأمان والمقصورة,,
plant_item_guards,Pre-use item,Guards and covers in place,מגנים וכיסויים במקומם,الواقيات والأغطية في مكانها,,
plant_item_fire_extinguisher,Pre-use item,Fire extinguisher,מטף כיבוי אש,طفاية الحريق,,
plant_check_never,Plant register row,Never checked before use,מעולם לא נבדק לפני שימוש,لم يُفحص قبل الاستخدام قط,,
plant_check_not_today,Plant register row,Not checked today,לא נבדק היום,لم يُفحص اليوم,,
plant_check_fit_today,Plant register row,Checked today: fit,נבדק היום: תקין,فُحص اليوم: سليم,,
plant_check_unfit_today,Plant register row,Out of service after today's check,הוצא משימוש בבדיקה של היום,أُوقف عن العمل بعد فحص اليوم,,
plant_preuse_unanswered,Refusal,Answer every item. A half-finished walk-round is not a check.,יש לענות על כל סעיף. סיור שלא הושלם אינו בדיקה.,أجب عن كل بند. الجولة غير المكتملة ليست فحصًا.,,
plant_preuse_undescribed,Refusal,Say what the defect is.,יש לתאר את התקלה.,صِف العطل.,,
plant_preuse_nothing,Refusal,Nothing was marked as looked at. Mark at least what you checked.,לא סומן שום דבר כנבדק. סמנו לפחות את מה שבדקתם.,لم يُعلَّم أي شيء على أنه فُحص. علّم على الأقل ما فحصته.,,
waste_title,Register title,Waste register,מרשם פסולת,سجل النفايات,,
waste_row_hint,Link on the job screen,"Every load that leaves, and where it went","כל מטען שיוצא, ולאן הגיע",كل حمولة تغادر وإلى أين ذهبت,,
waste_blurb,Top of the register,"Record each load as it leaves, with its ticket. At the end of the job this is the proof of where the waste went.","רשמו כל מטען כשהוא יוצא, עם התעודה שלו. בסוף העבודה זו ההוכחה לאן הפסולת הגיעה.",سجّل كل حمولة عند مغادرتها مع تذكرتها. في نهاية العمل هذا هو الدليل على وجهة النفايات.,,
waste_add,Button,Record a load,רשום מטען,سجّل حمولة,,
waste_stream,Field label,What it is,מה זה,ما هي,,
waste_quantity,Field label,Quantity,כמות,الكمية,,
waste_destination,Field label,Where it went,לאן הגיע,إلى أين ذهبت,,
waste_facility,Field label,Facility name,שם המתקן,اسم المنشأة,,
waste_hauler,Field label,Haulier (optional),מוביל (לא חובה),الناقل (اختياري),,
waste_ticket,Field label,Ticket number,מספר תעודה,رقم التذكرة,,
waste_notes,Field label,Notes (optional),הערות (לא חובה),ملاحظات (اختياري),,
waste_ticket_photo,Button,Photograph the ticket,צלם את התעודה,صوّر التذكرة,,
waste_no_ticket,On a load with nothing to show where it went,No ticket yet,עדיין אין תעודה,لا توجد تذكرة بعد,,
waste_add_ticket,Button on a load with no ticket number,Add the ticket number,הוסף מספר תעודה,أضف رقم التذكرة,,
waste_empty,Empty register,No loads recorded on this job.,לא נרשמו מטענים בעבודה הזו.,لم تُسجَّل حمولات في هذا العمل.,,
waste_total,"Totals line: amount, unit, share kept out of landfill","%1$s %2$s in total, %3$s kept out of landfill","%1$s %2$s בסך הכול, %3$s לא הגיעו להטמנה",المجموع %1$s %2$s، منها %3$s لم تذهب إلى المكب,,
waste_refused_quantity,Refusal,Enter how much it was.,יש להזין כמות.,أدخل الكمية.,,
waste_refused_destination,Refusal,Say which facility it went to.,יש לציין לאיזה מתקן הגיע.,اذكر المنشأة التي ذهبت إليها.,,
waste_refused_hazardous,Refusal,Hazardous waste is never recorded without its ticket number.,פסולת מסוכנת לא נרשמת בלי מספר תעודה.,لا تُسجَّل النفايات الخطرة أبدًا دون رقم التذكرة.,,
waste_not_allowed,Refusal,This account cannot write to the site registers.,לחשבון הזה אין הרשאה לכתוב במרשמי האתר.,هذا الحساب لا يملك صلاحية الكتابة في سجلات الموقع.,,
hv_waste_unproven,Handover pack row,Waste loads with no ticket,מטעני פסולת בלי תעודה,حمولات نفايات بلا تذكرة,,
waste_stream_concrete_and_masonry,Waste stream,Concrete and masonry,בטון ובנייה,خرسانة وبناء,,
waste_stream_wood,Waste stream,Wood,עץ,خشب,,
waste_stream_metal,Waste stream,Metal,מתכת,معادن,,
waste_stream_plastic,Waste stream,Plastic,פלסטיק,بلاستيك,,
waste_stream_cardboard_and_paper,Waste stream,Cardboard and paper,קרטון ונייר,كرتون وورق,,
waste_stream_soil,Waste stream,Soil,עפר,تربة,,
waste_stream_mixed,Waste stream,Mixed,מעורב,مختلط,,
waste_stream_hazardous,Waste stream,Hazardous,מסוכן,خطِر,,
waste_unit_tonnes,Unit,tonnes,טון,طن,,
waste_unit_cubic_metres,Unit,m³,מ״ק,م³,,
waste_dest_recycling,Destination,Recycling facility,מתקן מיחזור,منشأة إعادة تدوير,,
waste_dest_reused,Destination,Reused,שימוש חוזר,إعادة استخدام,,
waste_dest_transfer_station,Destination,Transfer station,תחנת מעבר,محطة ترحيل,,
waste_dest_landfill,Destination,Landfill,הטמנה,مكب نفايات,,
summary_waste_recorded,,%1$s %2$s of %3$s to %4$s,%1$s %2$s של %3$s אל %4$s,%1$s %2$s من %3$s إلى %4$s,,
summary_waste_ticket_added,,Ticket added for a load to %1$s,נוספה תעודה למטען שנשלח אל %1$s,أُضيفت تذكرة لحمولة أُرسلت إلى %1$s,,
items_count,Count of inventory items in a list header (a count: one form per number),one: %d item | other: %d items,one: פריט אחד | two: שני פריטים | many: %d פריטים | other: %d פריטים,zero: لا أصناف | one: صنف واحد | two: صنفان | few: %d أصناف | many: %d صنفًا | other: %d صنف,,
days_left,Days remaining until a project due date (a count: one form per number),one: %d day left | other: %d days left,one: נותר יום | two: נותרו יומיים | many: נותרו %d ימים | other: נותרו %d ימים,zero: لم يبقَ يوم | one: بقي يوم | two: بقي يومان | few: بقيت %d أيام | many: بقي %d يومًا | other: بقي %d يوم,,
low_stock_count,Home screen low-stock badge (a count: one form per number),one: %d item running low | other: %d items running low,one: פריט אחד במלאי נמוך | two: שני פריטים במלאי נמוך | many: %d פריטים במלאי נמוך | other: %d פריטים במלאי נמוך,zero: لا أصناف منخفضة | one: صنف واحد منخفض | two: صنفان منخفضان | few: %d أصناف منخفضة | many: %d صنفًا منخفضًا | other: %d صنف منخفض,,
cert_expiring_days,Days until a certificate lapses (a count: one form per number),one: Expires in %d day | other: Expires in %d days,one: פג בעוד יום | two: פג בעוד יומיים | many: פג בעוד %d ימים | other: פג בעוד %d ימים,zero: تنتهي اليوم | one: تنتهي خلال يوم | two: تنتهي خلال يومين | few: تنتهي خلال %d أيام | many: تنتهي خلال %d يومًا | other: تنتهي خلال %d يوم,,
tbt_attendees,How many people signed a toolbox talk register (a count: one form per number),one: %d attended | other: %d attended,one: נוכח אחד | two: שני נוכחים | many: %d נוכחים | other: %d נוכחים,zero: لا حضور | one: حاضر واحد | two: حاضران | few: %d حاضرين | many: %d حاضرًا | other: %d حاضر,,
tbt_last_briefed,Days since somebody last sat through a safety briefing (a count: one form per number),one: Last briefed %d day ago | other: Last briefed %d days ago,one: תודרך לפני יום | two: תודרך לפני יומיים | many: תודרך לפני %d ימים | other: תודרך לפני %d ימים,zero: تلقّى تعليمات اليوم | one: آخر تعليمات قبل يوم | two: آخر تعليمات قبل يومين | few: آخر تعليمات قبل %d أيام | many: آخر تعليمات قبل %d يومًا | other: آخر تعليمات قبل %d يوم,,
ptw_minutes_left,How long a live permit to work has left to run (a count: one form per number),one: %d minute left | other: %d minutes left,one: נותרה דקה | two: נותרו שתי דקות | many: נותרו %d דקות | other: נותרו %d דקות,zero: لم تبقَ دقائق | one: بقيت دقيقة | two: بقيت دقيقتان | few: بقيت %d دقائق | many: بقيت %d دقيقة | other: بقيت %d دقيقة,,
ptw_hours,How long a permit to work runs for (a count: one form per number),one: %d hour | other: %d hours,one: שעה | two: שעתיים | many: %d שעות | other: %d שעות,zero: بدون ساعات | one: ساعة | two: ساعتان | few: %d ساعات | many: %d ساعة | other: %d ساعة,,
snag_overdue_days,How long a snag has been past its fix-by date (a count: one form per number),one: %d day late | other: %d days late,one: באיחור של יום | two: באיחור של יומיים | many: באיחור של %d ימים | other: באיחור של %d ימים,zero: متأخر اليوم | one: متأخر بيوم | two: متأخر بيومين | few: متأخر بـ %d أيام | many: متأخر بـ %d يومًا | other: متأخر بـ %d يوم,,
snag_outstanding,How many of a job's defects are not finished (a count: one form per number),one: %d outstanding | other: %d outstanding,one: ליקוי אחד פתוח | two: שני ליקויים פתוחים | many: %d ליקויים פתוחים | other: %d ליקויים פתוחים,zero: لا عيوب مفتوحة | one: عيب واحد مفتوح | two: عيبان مفتوحان | few: %d عيوب مفتوحة | many: %d عيبًا مفتوحًا | other: %d عيب مفتوح,,
log_workers,How many people were on site on a given day (a count: one form per number),one: %d on site | other: %d on site,one: עובד אחד באתר | two: שני עובדים באתר | many: %d עובדים באתר | other: %d עובדים באתר,zero: لا عمال في الموقع | one: عامل واحد في الموقع | two: عاملان في الموقع | few: %d عمال في الموقع | many: %d عاملًا في الموقع | other: %d عامل في الموقع,,
tick_minutes_left,How long a concrete load has before it must not be placed (a count: one form per number),one: %d minute left | other: %d minutes left,one: נותרה דקה | two: נותרו שתי דקות | many: נותרו %d דקות | other: נותרו %d דקות,zero: لم تبقَ دقائق | one: بقيت دقيقة | two: بقيت دقيقتان | few: بقيت %d دقائق | many: بقيت %d دقيقة | other: بقيت %d دقيقة,,
scf_days_over,How long a scaffold's weekly inspection has been out of date (a count: one form per number),one: %d day out of date | other: %d days out of date,one: פג תוקף לפני יום | two: פג תוקף לפני יומיים | many: פג תוקף לפני %d ימים | other: פג תוקף לפני %d ימים,zero: انتهت الصلاحية اليوم | one: انتهت الصلاحية منذ يوم | two: انتهت الصلاحية منذ يومين | few: انتهت الصلاحية منذ %d أيام | many: انتهت الصلاحية منذ %d يومًا | other: انتهت الصلاحية منذ %d يوم,,
tw_days_owed,Days the concrete still owes before propping may be struck (a count: one form per number),one: %d more day | other: %d more days,one: עוד יום | two: עוד יומיים | many: עוד %d ימים | other: עוד %d ימים,zero: لم يبقَ يوم | one: يوم إضافي | two: يومان إضافيان | few: %d أيام إضافية | many: %d يومًا إضافيًا | other: %d يوم إضافي,,
ptw_watch_minutes,Minutes of fire watch still owed before a hot work permit may be closed (a count: one form per number),one: %d minute still to watch | other: %d minutes still to watch,one: נותרה דקה של שמירה | two: נותרו שתי דקות של שמירה | many: נותרו %d דקות של שמירה | other: נותרו %d דקות של שמירה,zero: لم تبقَ دقيقة مراقبة | one: بقيت دقيقة مراقبة | two: بقيت دقيقتا مراقبة | few: بقيت %d دقائق مراقبة | many: بقيت %d دقيقة مراقبة | other: بقيت %d دقيقة مراقبة,,
pay_days_overdue,How long a certified payment has been overdue (a count: one form per number),one: %d day overdue | other: %d days overdue,one: באיחור של יום | two: באיחור של יומיים | many: באיחור של %d ימים | other: באיחור של %d ימים,zero: لا تأخير | one: متأخر يومًا | two: متأخر يومين | few: متأخر %d أيام | many: متأخر %d يومًا | other: متأخر %d يوم,,
ts_withheld,How many people on a job this viewer may not be shown the money of (a count: one form per number),one: %d person on this job is not yours to price. | other: %d people on this job are not yours to price.,one: אדם אחד בפרויקט זה אינו בסמכותכם לתמחר. | two: שני אנשים בפרויקט זה אינם בסמכותכם לתמחר. | many: %d אנשים בפרויקט זה אינם בסמכותכם לתמחר. | other: %d אנשים בפרויקט זה אינם בסמכותכם לתמחר.,zero: لا أحد في هذا المشروع خارج صلاحيتك. | one: شخص واحد في هذا المشروع ليس من صلاحيتك تسعيره. | two: شخصان في هذا المشروع ليسا من صلاحيتك تسعيرهما. | few: %d أشخاص في هذا المشروع ليسوا من صلاحيتك تسعيرهم. | many: %d شخصًا في هذا المشروع ليسوا من صلاحيتك تسعيرهم. | other: %d شخص في هذا المشروع ليسوا من صلاحيتك تسعيرهم.,,
crew_no_trade,How many people have no trade recorded and so appear on no trade list (a count: one form per number),one: %d person has no trade recorded and is on none of these lists. | other: %d people have no trade recorded and are on none of these lists.,one: לאדם אחד לא נרשם מקצוע והוא אינו באף אחת מהרשימות. | two: לשני אנשים לא נרשם מקצוע והם אינם באף אחת מהרשימות. | many: ל-%d אנשים לא נרשם מקצוע והם אינם באף אחת מהרשימות. | other: ל-%d אנשים לא נרשם מקצוע והם אינם באף אחת מהרשימות.,zero: الجميع لديهم مهنة مسجّلة. | one: شخص واحد بلا مهنة مسجّلة ولا يظهر في أي من هذه القوائم. | two: شخصان بلا مهنة مسجّلة ولا يظهران في أي من هذه القوائم. | few: %d أشخاص بلا مهنة مسجّلة ولا يظهرون في أي من هذه القوائم. | many: %d شخصًا بلا مهنة مسجّلة ولا يظهرون في أي من هذه القوائم. | other: %d شخص بلا مهنة مسجّلة ولا يظهرون في أي من هذه القوائم.,,
home_plant_unchecked,Home banner: machines on site with no pre-use check today (a count: one form per number),one: %d machine on site not checked today | other: %d machines on site not checked today,one: מכונה אחת באתר לא נבדקה היום | two: שתי מכונות באתר לא נבדקו היום | many: %d מכונות באתר לא נבדקו היום | other: %d מכונות באתר לא נבדקו היום,zero: لا آلات غير مفحوصة في الموقع اليوم | one: آلة واحدة في الموقع لم تُفحص اليوم | two: آلتان في الموقع لم تُفحصا اليوم | few: %d آلات في الموقع لم تُفحص اليوم | many: %d آلة في الموقع لم تُفحص اليوم | other: %d آلة في الموقع لم تُفحص اليوم,,
waste_unproven,Register header: loads with neither a ticket number nor a photo of the ticket (a count: one form per number),one: %d load with no ticket | other: %d loads with no ticket,one: מטען אחד בלי תעודה | two: שני מטענים בלי תעודה | many: %d מטענים בלי תעודה | other: %d מטענים בלי תעודה,zero: لا حمولات بلا تذكرة | one: حمولة واحدة بلا تذكرة | two: حمولتان بلا تذكرة | few: %d حمولات بلا تذكرة | many: %d حمولة بلا تذكرة | other: %d حمولة بلا تذكرة,,
summary_ppe_handed_back,,%1$s handed back by %2$s,%1$s הוחזר על ידי %2$s,أعاد %2$s %1$s,,
summary_ppe_issued,,"Issued to %3$s: %2$s, quantity %1$s","נמסר ל־%3$s: %2$s, כמות %1$s",سُلِّم إلى %3$s: %2$s، الكمية %1$s,,
summary_ppe_issued_to,,Issued to %1$s,נמסר ל־%1$s,سُلِّم إلى %1$s,,
ppe_title,Protective equipment register screen title,Protective equipment,ציוד מגן אישי,معدات الوقاية الشخصية,,
ppe_blurb,What the register is for,"Who was given what, signed for by the person who took it. Handing something out takes it off the stock list.","מי קיבל מה, בחתימת מי שקיבל. מסירת פריט מורידה אותו מרשימת המלאי.",من استلم ماذا، بتوقيع من استلمه. تسليم أي قطعة يخصمها من قائمة المخزون.,,
ppe_not_allowed_view,Shown to a role that may not read the register,"The equipment register names people, so it is kept to those who can see the People lens and the safety record.","פנקס הציוד נוקב בשמות אנשים, ולכן הוא שמור למי שרשאי לראות את עדשת האנשים ואת רישומי הבטיחות.",سجل المعدات يذكر أشخاصًا بأسمائهم، لذا يقتصر على من يحق لهم رؤية عدسة الأشخاص وسجل السلامة.,,
ppe_issue,Button that opens the issue form,Issue equipment,מסירת ציוד,تسليم معدات,,
ppe_to_whom,Form heading: who receives it,To whom,למי,لمن,,
ppe_find_person,Search box narrowing the list of people,Find a person,חיפוש אדם,ابحث عن شخص,,
ppe_someone_else,Free-text name for somebody with no account,Or type the name of someone without an account,או הקלדת שם של מי שאין לו חשבון,أو اكتب اسم شخص ليس له حساب,,
ppe_what,Form heading: what is handed over,What,מה,ماذا,,
ppe_find_item,Search box narrowing the stock items,Find in stock,חיפוש במלאי,ابحث في المخزون,,
ppe_in_stock,Stock count shown on an item chip; %1$s is a number,%1$s in stock,%1$s במלאי,%1$s في المخزون,,
ppe_item_typed,Free-text item name for something not on the stock list,Or type what it is,או הקלדת שם הפריט,أو اكتب ما هو,,
ppe_quantity,Quantity field label,Quantity,כמות,الكمية,,
ppe_size,"Size field label: S, M, L, a shoe size, a glove size",Size (optional),מידה (לא חובה),المقاس (اختياري),,
ppe_replace_by,Form heading: when it must be replaced,Replace by,להחלפה עד,يُستبدل قبل,,
ppe_replace_never,Chip: no replacement date,No date,ללא תאריך,بلا تاريخ,,
ppe_after_6_months,Replacement interval chip,In 6 months,בעוד 6 חודשים,بعد 6 أشهر,,
ppe_after_1_year,Replacement interval chip,In a year,בעוד שנה,بعد سنة,,
ppe_after_2_years,Replacement interval chip,In 2 years,בעוד שנתיים,بعد سنتين,,
ppe_after_3_years,Replacement interval chip,In 3 years,בעוד 3 שנים,بعد 3 سنوات,,
ppe_after_5_years,Replacement interval chip,In 5 years,בעוד 5 שנים,بعد 5 سنوات,,
ppe_replace_hint,Under the replacement chips: the app gives no advice on lifespans,"How long it lasts is on its label, and it is the manufacturer's to say.","משך השימוש מופיע על התווית, והוא נקבע בידי היצרן.",مدة الاستخدام مكتوبة على الملصق، والصانع هو من يحددها.,,
ppe_sign,Heading over the signature pad; the RECEIVER signs,The person receiving it signs here,מקבל הציוד חותם כאן,يوقّع مستلم المعدات هنا,,
ppe_record,Button that saves the issue,Record the issue,רישום המסירה,تسجيل التسليم,,
ppe_issued,Confirmation,Recorded.,נרשם.,سُجّل.,,
ppe_issued_short,Confirmation when the stock count was below what was handed over; %1$s is how many short,"Recorded. The stock list showed %1$s fewer than were handed over, so its count was already wrong. It now reads nought.","נרשם. ברשימת המלאי היו %1$s פחות ממה שנמסר, כך שהספירה כבר הייתה שגויה. כעת היא עומדת על אפס.",سُجّل. كانت قائمة المخزون تُظهر %1$s أقل مما سُلّم، أي أن العدد كان خاطئًا من قبل. وهو الآن صفر.,,
ppe_holders,Section heading: people and what they hold,Holding now,בידיהם כעת,بحوزتهم الآن,,
ppe_nobody,Empty register,Nothing handed out yet.,עדיין לא נמסר ציוד.,لم يُسلَّم شيء بعد.,,
ppe_state_overdue,An item past its replace-by date,Replacement overdue,ההחלפה באיחור,الاستبدال متأخر,,
ppe_state_due_soon,An item due for replacement within a month,Due for replacement soon,ההחלפה מתקרבת,يحين استبداله قريبًا,,
ppe_state_in_use,An item still good,In use,בשימוש,قيد الاستخدام,,
ppe_replace_on,Replace-by date; %1$s is a date,Replace by %1$s,להחלפה עד %1$s,يُستبدل قبل %1$s,,
ppe_issued_on,"When and by whom; %1$s date, %2$s the person who issued it",Issued %1$s by %2$s,נמסר ב־%1$s על ידי %2$s,سُلّم في %1$s من قِبل %2$s,,
ppe_quantity_badge,Quantity on a row; %1$s is a number,Quantity %1$s,כמות %1$s,الكمية %1$s,,
ppe_size_badge,Size on a row; %1$s is the size,Size %1$s,מידה %1$s,المقاس %1$s,,
ppe_hand_back,Button: this is no longer theirs,Mark handed back,סימון כהוחזר,تعليم كمُعاد,,
ppe_hand_back_confirm,Confirm dialog title,Mark as handed back?,לסמן כהוחזר?,التعليم كمُعاد؟,,
ppe_hand_back_body,Confirm dialog body,"Returned, replaced, or taken off them because it was damaged. It does not go back on the stock list: a used item is not stock.","הוחזר, הוחלף, או נלקח כי ניזוק. הפריט לא חוזר לרשימת המלאי: פריט משומש אינו מלאי.",أُعيد أو استُبدل أو سُحب لأنه تضرّر. لا يعود إلى قائمة المخزون: القطعة المستعملة ليست مخزونًا.,,
ppe_history,Section heading and state: items no longer held,Handed back,הוחזרו,أُعيدت,,
ppe_refused_not_allowed,Refusal,"Only the owner, a manager or a safety officer hands out equipment.","רק הבעלים, מנהל או ממונה בטיחות מוסרים ציוד.",لا يسلّم المعدات إلا المالك أو المدير أو مسؤول السلامة.,,
ppe_refused_worker,Refusal,Say who it went to.,יש לציין למי נמסר.,اذكر لمن سُلّم.,,
ppe_refused_item,Refusal,Say what was handed over.,יש לציין מה נמסר.,اذكر ما الذي سُلّم.,,
ppe_refused_quantity,Refusal,A quantity from 1 to 50.,כמות בין 1 ל־50.,كمية من 1 إلى 50.,,
ppe_refused_signed,Refusal,The person receiving it has to sign.,מקבל הציוד חייב לחתום.,يجب أن يوقّع المستلم.,,
ppe_refused_too_early,Refusal,The replace-by date has to be after today.,תאריך ההחלפה חייב להיות אחרי היום.,يجب أن يكون تاريخ الاستبدال بعد اليوم.,,
ppe_refused_not_held,Refusal,That has already been handed back.,הפריט כבר הוחזר.,أُعيدت هذه القطعة من قبل.,,
summary_visitor_signed_in,,%1$s signed in as a visitor,%1$s נרשם כמבקר,سُجّل %1$s كزائر,,
summary_visitor_signed_out,,%1$s signed out,%1$s יצא מהאתר,غادر %1$s الموقع,,
visit_title,Visitor log screen title and job link,Visitors,מבקרים,الزوار,,
visit_row_hint,Hint under the job link,Who is on site without working here. They go on the roll call until signed out.,מי נמצא באתר בלי לעבוד בו. הם נכללים במסדר עד שיוצאים.,من في الموقع دون أن يعمل فيه. يُدرجون في التفقد حتى يُسجَّل خروجهم.,,
visit_blurb,What the log is for,"Inspectors, the client, engineers, drivers. Anyone signed in and not out is put on the next roll call, so sign people out when they leave.","מפקחים, הלקוח, מהנדסים, נהגים. כל מי שנרשם ולא יצא ייכלל במסדר הבא, לכן יש לרשום יציאה כשהם עוזבים.",مفتشون، العميل، مهندسون، سائقون. كل من سُجّل دخوله ولم يُسجَّل خروجه يُدرج في التفقد التالي، لذا سجّل خروجهم عند مغادرتهم.,,
visit_sign_in,Button opening the sign-in form,Sign a visitor in,רישום מבקר,تسجيل زائر,,
visit_name,Field,Name,שם,الاسم,,
visit_organisation,Field: which firm or office,From (firm or office),מטעם (חברה או משרד),من طرف (شركة أو جهة),,
visit_host,Field: who they came to see,Here to see,מגיע אל,جاء لمقابلة,,
visit_phone,Field,Phone,טלפון,الهاتف,,
